"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Energy","Energy","Energy",,"Infants","Infants","10","10","10","mo","10 months","0","1","Female",,,,,"NA",,"2.7","MJ/day",656,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Dietary reference values for energy are given as average requirements (ARs) of specified age and sex groups and are of limited use for individuals. 
",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Infants","Infants","11","11","11","mo","11 months","0","1","Female",,,,,"NA",,"2.8","MJ/day",673,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Dietary reference values for energy are given as average requirements (ARs) of specified age and sex groups and are of limited use for individuals. 
",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","1","1","1","y","1 year PAL=1.4","1","0","Male",,,,,"NA",,"3.3","MJ/day",777,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","2","2","2","y","2 years PAL=1.4","1","0","Male",,,,,"NA",,"4.3","MJ/day",1028,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","3","3","3","y","3 years PAL=1.4","1","0","Male",,,,,"NA",,"4.9","MJ/day",1174,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","4","4","4","y","4 years PAL=1.4","1","0","Male",,,,,"NA",,"5.3","MJ/day",1256,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","4","4","4","y","4 years PAL=1.6","1","0","Male",,,,,"NA",,"6","MJ/day",1436,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","4","4","4","y","4 years PAL=1.8","1","0","Male",,,,,"NA",,"6.8","MJ/day",1615,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","5","5","5","y","5 years PAL=1.4","1","0","Male",,,,,"NA",,"5.6","MJ/day",1332,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","5","5","5","y","5 years PAL=1.6","1","0","Male",,,,,"NA",,"6.4","MJ/day",1522,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","5","5","5","y","5 years PAL=1.8","1","0","Male",,,,,"NA",,"7.2","MJ/day",1712,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","6","6","6","y","6 years PAL=1.4","1","0","Male",,,,,"NA",,"5.9","MJ/day",1409,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","6","6","6","y","6 years PAL=1.6","1","0","Male",,,,,"NA",,"6.7","MJ/day",1610,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","6","6","6","y","6 years PAL=1.8","1","0","Male",,,,,"NA",,"7.6","MJ/day",1811,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","7","7","7","y","7 years PAL=1.4","1","0","Male",,,,,"NA",,"6.3","MJ/day",1497,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","7","7","7","y","7 years PAL=1.6","1","0","Male",,,,,"NA",,"7.2","MJ/day",1711,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","7","7","7","y","7 years PAL=1.8","1","0","Male",,,,,"NA",,"8.1","MJ/day",1925,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","8","8","8","y","8 years PAL=1.4","1","0","Male",,,,,"NA",,"6.7","MJ/day",1592,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","8","8","8","y","8 years PAL=1.6","1","0","Male",,,,,"NA",,"7.6","MJ/day",1819,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","8","8","8","y","8 years PAL=1.8","1","0","Male",,,,,"NA",,"8.6","MJ/day",2046,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","9","9","9","y","9 years PAL=1.4","1","0","Male",,,,,"NA",,"7","MJ/day",1684,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","9","9","9","y","9 years PAL=1.6","1","0","Male",,,,,"NA",,"8.1","MJ/day",1925,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","9","9","9","y","9 years PAL=1.8","1","0","Male",,,,,"NA",,"9.1","MJ/day",2165,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","10","10","10","y","10 years PAL=1.6","1","0","Male",,,,,"NA",,"8.1","MJ/day",1933,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","10","10","10","y","10 years PAL=1.8","1","0","Male",,,,,"NA",,"9.1","MJ/day",2174,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","10","10","10","y","10 years PAL=2.0","1","0","Male",,,,,"NA",,"10.1","MJ/day",2416,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","11","11","11","y","11 years PAL=1.6","1","0","Male",,,,,"NA",,"8.5","MJ/day",2043,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","11","11","11","y","11 years PAL=1.8","1","0","Male",,,,,"NA",,"9.6","MJ/day",2298,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","11","11","11","y","11 years PAL=2.0","1","0","Male",,,,,"NA",,"10.7","MJ/day",2554,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","12","12","12","y","12 years PAL=1.6","1","0","Male",,,,,"NA",,"9.1","MJ/day",2174,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","12","12","12","y","12 years PAL=1.8","1","0","Male",,,,,"NA",,"10.2","MJ/day",2445,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","12","12","12","y","12 years PAL=2.0","1","0","Male",,,,,"NA",,"11.4","MJ/day",2717,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","13","13","13","y","13 years PAL=1.6","1","0","Male",,,,,"NA",,"9.8","MJ/day",2333,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","13","13","13","y","13 years PAL=1.8","1","0","Male",,,,,"NA",,"11","MJ/day",2625,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","13","13","13","y","13 years PAL=2.0","1","0","Male",,,,,"NA",,"12.2","MJ/day",2916,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","14","14","14","y","14 years PAL=1.6","1","0","Male",,,,,"NA",,"10.5","MJ/day",2513,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","14","14","14","y","14 years PAL=1.8","1","0","Male",,,,,"NA",,"11.8","MJ/day",2828,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","14","14","14","y","14 years PAL=2.0","1","0","Male",,,,,"NA",,"13.1","MJ/day",3142,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","15","15","15","y","15 years PAL=1.6","1","0","Male",,,,,"NA",,"11.3","MJ/day",2699,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","15","15","15","y","15 years PAL=1.8","1","0","Male",,,,,"NA",,"12.7","MJ/day",3036,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","15","15","15","y","15 years PAL=2.0","1","0","Male",,,,,"NA",,"14.1","MJ/day",3374,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","16","16","16","y","16 years PAL=1.6","1","0","Male",,,,,"NA",,"11.9","MJ/day",2845,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","16","16","16","y","16 years PAL=1.8","1","0","Male",,,,,"NA",,"13.4","MJ/day",3201,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","16","16","16","y","16 years PAL=2.0","1","0","Male",,,,,"NA",,"14.9","MJ/day",3556,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","17","17","17","y","17 years PAL=1.6","1","0","Male",,,,,"NA",,"12.3","MJ/day",2940,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
"Energy","Energy","Energy",,"Children","Children","17","17","17","y","17 years PAL=1.8","1","0","Male",,,,,"NA",,"13.8","MJ/day",3307,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","For children and adults, ARs for energy are provided for different levels of physical activity (PAL). PAL values of 1.4, 1.6, 1.8 and 2.0 reflect low active (sedentary), moderately active, active and very active lifestyles.",,,"NA",,,,"NA",
