"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Energy","Energy","Energia",,"Imikud","Imikud","10","10","10","k","10 kuud","0","1","Naissoost",,,,,"NA",,"2.7","MJ päevas",656,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Energia toitainete võrdlusväärtused on esitatud vanuse- ja soorühmade toitaine keskmise vajadusena (AR) ega kehti individuaalse soovitusena. Võrdlusväärtused on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Imikud","Imikud","11","11","11","k","11 kuud","0","1","Naissoost",,,,,"NA",,"2.8","MJ päevas",673,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Energia toitainete võrdlusväärtused on esitatud vanuse- ja soorühmade toitaine keskmise vajadusena (AR) ega kehti individuaalse soovitusena. Võrdlusväärtused on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","1","1","1","a","1 aasta PAL=1.4","1","0","Meessoost",,,,,"NA",,"3.3","MJ päevas",777,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","2","2","2","a","2 aastat PAL=1.4","1","0","Meessoost",,,,,"NA",,"4.3","MJ päevas",1028,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","3","3","3","a","3 aastat PAL=1.4","1","0","Meessoost",,,,,"NA",,"4.9","MJ päevas",1174,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","4","4","4","a","4 aastat PAL=1.4","1","0","Meessoost",,,,,"NA",,"5.3","MJ päevas",1256,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","4","4","4","a","4 aastat PAL=1.6","1","0","Meessoost",,,,,"NA",,"6","MJ päevas",1436,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","4","4","4","a","4 aastat PAL=1.8","1","0","Meessoost",,,,,"NA",,"6.8","MJ päevas",1615,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","5","5","5","a","5 aastat PAL=1.4","1","0","Meessoost",,,,,"NA",,"5.6","MJ päevas",1332,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","5","5","5","a","5 aastat PAL=1.6","1","0","Meessoost",,,,,"NA",,"6.4","MJ päevas",1522,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","5","5","5","a","5 aastat PAL=1.8","1","0","Meessoost",,,,,"NA",,"7.2","MJ päevas",1712,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","6","6","6","a","6 aastat PAL=1.4","1","0","Meessoost",,,,,"NA",,"5.9","MJ päevas",1409,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","6","6","6","a","6 aastat PAL=1.6","1","0","Meessoost",,,,,"NA",,"6.7","MJ päevas",1610,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","6","6","6","a","6 aastat PAL=1.8","1","0","Meessoost",,,,,"NA",,"7.6","MJ päevas",1811,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","7","7","7","a","7 aastat PAL=1.4","1","0","Meessoost",,,,,"NA",,"6.3","MJ päevas",1497,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","7","7","7","a","7 aastat PAL=1.6","1","0","Meessoost",,,,,"NA",,"7.2","MJ päevas",1711,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","7","7","7","a","7 aastat PAL=1.8","1","0","Meessoost",,,,,"NA",,"8.1","MJ päevas",1925,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","8","8","8","a","8 aastat PAL=1.4","1","0","Meessoost",,,,,"NA",,"6.7","MJ päevas",1592,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","8","8","8","a","8 aastat PAL=1.6","1","0","Meessoost",,,,,"NA",,"7.6","MJ päevas",1819,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","8","8","8","a","8 aastat PAL=1.8","1","0","Meessoost",,,,,"NA",,"8.6","MJ päevas",2046,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","9","9","9","a","9 aastat PAL=1.4","1","0","Meessoost",,,,,"NA",,"7","MJ päevas",1684,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","9","9","9","a","9 aastat PAL=1.6","1","0","Meessoost",,,,,"NA",,"8.1","MJ päevas",1925,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","9","9","9","a","9 aastat PAL=1.8","1","0","Meessoost",,,,,"NA",,"9.1","MJ päevas",2165,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","10","10","10","a","10 aastat PAL=1.6","1","0","Meessoost",,,,,"NA",,"8.1","MJ päevas",1933,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","10","10","10","a","10 aastat PAL=1.8","1","0","Meessoost",,,,,"NA",,"9.1","MJ päevas",2174,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","10","10","10","a","10 aastat PAL=2.0","1","0","Meessoost",,,,,"NA",,"10.1","MJ päevas",2416,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","11","11","11","a","11 aastat PAL=1.6","1","0","Meessoost",,,,,"NA",,"8.5","MJ päevas",2043,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","11","11","11","a","11 aastat PAL=1.8","1","0","Meessoost",,,,,"NA",,"9.6","MJ päevas",2298,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","11","11","11","a","11 aastat PAL=2.0","1","0","Meessoost",,,,,"NA",,"10.7","MJ päevas",2554,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Lapsed ja noored","Lapsed ja noored","12","12","12","a","12 aastat PAL=1.6","1","0","Meessoost",,,,,"NA",,"9.1","MJ päevas",2174,"kcal päevas","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Laste ja täiskasvanute keskmine energiavajadus on esitatud kehalise aktiivsuse taseme (PAL) järgi. PAL väärtus 1,4 näitab vähest aktiivsust (istuv eluviis), 1,6 keskmist aktiivsust, 1,8 aktiivset eluviisi ja 2,0 väga aktiivset eluviisi. Keskmine energiavajadus on antud energiaühikutes. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
