"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","4","4","4","y","4 ετών PAL=1.8","1","0","Άνδρες",,,,,"NA",,"6.8","MJ/day",1615,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","5","5","5","y","5 ετών PAL=1.4","1","0","Άνδρες",,,,,"NA",,"5.6","MJ/day",1332,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","5","5","5","y","5 ετών PAL=1.6","1","0","Άνδρες",,,,,"NA",,"6.4","MJ/day",1522,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","5","5","5","y","5 ετών PAL=1.8","1","0","Άνδρες",,,,,"NA",,"7.2","MJ/day",1712,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","6","6","6","y","6 ετών PAL=1.4","1","0","Άνδρες",,,,,"NA",,"5.9","MJ/day",1409,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","6","6","6","y","6 ετών PAL=1.6","1","0","Άνδρες",,,,,"NA",,"6.7","MJ/day",1610,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","6","6","6","y","6 ετών PAL=1.8","1","0","Άνδρες",,,,,"NA",,"7.6","MJ/day",1811,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","7","7","7","y","7 ετών PAL=1.4","1","0","Άνδρες",,,,,"NA",,"6.3","MJ/day",1497,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","7","7","7","y","7 ετών PAL=1.6","1","0","Άνδρες",,,,,"NA",,"7.2","MJ/day",1711,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","7","7","7","y","7 ετών PAL=1.8","1","0","Άνδρες",,,,,"NA",,"8.1","MJ/day",1925,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","8","8","8","y","8 ετών PAL=1.4","1","0","Άνδρες",,,,,"NA",,"6.7","MJ/day",1592,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","8","8","8","y","8 ετών PAL=1.6","1","0","Άνδρες",,,,,"NA",,"7.6","MJ/day",1819,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","8","8","8","y","8 ετών PAL=1.8","1","0","Άνδρες",,,,,"NA",,"8.6","MJ/day",2046,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","9","9","9","y","9 ετών PAL=1.4","1","0","Άνδρες",,,,,"NA",,"7","MJ/day",1684,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","9","9","9","y","9 ετών PAL=1.6","1","0","Άνδρες",,,,,"NA",,"8.1","MJ/day",1925,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
