"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Energy","Energy","Energía",,"Lactantes","Lactantes","10","10","10","m","10 meses","0","1","Mujer",,,,,"NA",,"2,7","MJ/día",656,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Las ingestas dietéticas de referencia para la energía se expresan como los requerimientos medios estimados (RME) de grupos de edad y sexo específicos y son de uso limitado para las personas. Se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Lactantes","Lactantes","11","11","11","m","11 meses","0","1","Mujer",,,,,"NA",,"2,8","MJ/día",673,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Las ingestas dietéticas de referencia para la energía se expresan como los requerimientos medios estimados (RME) de grupos de edad y sexo específicos y son de uso limitado para las personas. Se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","1","1","1","a","1 año NAF=1.4","1","0","Hombre",,,,,"NA",,"3,3","MJ/día",777,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","2","2","2","a","2 años NAF=1.4","1","0","Hombre",,,,,"NA",,"4,3","MJ/día",1028,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","3","3","3","a","3 años NAF=1.4","1","0","Hombre",,,,,"NA",,"4,9","MJ/día",1174,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","4","4","4","a","4 años NAF=1.4","1","0","Hombre",,,,,"NA",,"5,3","MJ/día",1256,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","4","4","4","a","4 años NAF=1.6","1","0","Hombre",,,,,"NA",,"6","MJ/día",1436,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","4","4","4","a","4 años NAF=1.8","1","0","Hombre",,,,,"NA",,"6,8","MJ/día",1615,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","5","5","5","a","5 años NAF=1.4","1","0","Hombre",,,,,"NA",,"5,6","MJ/día",1332,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","5","5","5","a","5 años NAF=1.6","1","0","Hombre",,,,,"NA",,"6,4","MJ/día",1522,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","5","5","5","a","5 años NAF=1.8","1","0","Hombre",,,,,"NA",,"7,2","MJ/día",1712,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","6","6","6","a","6 años NAF=1.4","1","0","Hombre",,,,,"NA",,"5,9","MJ/día",1409,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","6","6","6","a","6 años NAF=1.6","1","0","Hombre",,,,,"NA",,"6,7","MJ/día",1610,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","6","6","6","a","6 años NAF=1.8","1","0","Hombre",,,,,"NA",,"7,6","MJ/día",1811,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","7","7","7","a","7 años NAF=1.4","1","0","Hombre",,,,,"NA",,"6,3","MJ/día",1497,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","7","7","7","a","7 años NAF=1.6","1","0","Hombre",,,,,"NA",,"7,2","MJ/día",1711,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","7","7","7","a","7 años NAF=1.8","1","0","Hombre",,,,,"NA",,"8,1","MJ/día",1925,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","8","8","8","a","8 años NAF=1.4","1","0","Hombre",,,,,"NA",,"6,7","MJ/día",1592,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","8","8","8","a","8 años NAF=1.6","1","0","Hombre",,,,,"NA",,"7,6","MJ/día",1819,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","8","8","8","a","8 años NAF=1.8","1","0","Hombre",,,,,"NA",,"8,6","MJ/día",2046,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","9","9","9","a","9 años NAF=1.4","1","0","Hombre",,,,,"NA",,"7","MJ/día",1684,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","9","9","9","a","9 años NAF=1.6","1","0","Hombre",,,,,"NA",,"8,1","MJ/día",1925,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","9","9","9","a","9 años NAF=1.8","1","0","Hombre",,,,,"NA",,"9,1","MJ/día",2165,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","10","10","10","a","10 años NAF=1.6","1","0","Hombre",,,,,"NA",,"8,1","MJ/día",1933,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","10","10","10","a","10 años NAF=1.8","1","0","Hombre",,,,,"NA",,"9,1","MJ/día",2174,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","10","10","10","a","10 años NAF=2.0","1","0","Hombre",,,,,"NA",,"10,1","MJ/día",2416,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","11","11","11","a","11 años NAF=1.6","1","0","Hombre",,,,,"NA",,"8,5","MJ/día",2043,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","11","11","11","a","11 años NAF=1.8","1","0","Hombre",,,,,"NA",,"9,6","MJ/día",2298,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","11","11","11","a","11 años NAF=2.0","1","0","Hombre",,,,,"NA",,"10,7","MJ/día",2554,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","12","12","12","a","12 años NAF=1.6","1","0","Hombre",,,,,"NA",,"9,1","MJ/día",2174,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","12","12","12","a","12 años NAF=1.8","1","0","Hombre",,,,,"NA",,"10,2","MJ/día",2445,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","12","12","12","a","12 años NAF=2.0","1","0","Hombre",,,,,"NA",,"11,4","MJ/día",2717,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","13","13","13","a","13 años NAF=1.6","1","0","Hombre",,,,,"NA",,"9,8","MJ/día",2333,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energía",,"Niños y adolescentes","Niños y adolescentes","13","13","13","a","13 años NAF=1.8","1","0","Hombre",,,,,"NA",,"11","MJ/día",2625,"kcal/día","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","En niños y adultos, las RME de energía se proporcionan para diferentes niveles de actividad física (NAF). Los valores de NAF de 1,4, 1,6, 1,8 y 2,0 reflejan estilos de vida poco activos (sedentarios), moderadamente activos, activos y muy activos. Las RME de energía se expresan en unidades de energía. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
